,number,value,params_k_1_init,params_k_2_init,params_kt_1_init,state
309,309,1196117234739.459,858239.8423602247,3039807.0411498677,5157827.128223062,COMPLETE
310,310,1174715777500.7068,813629.2598568741,3201436.2467911984,6411300.382452481,COMPLETE
311,311,1174333232135.4429,834043.6772976068,3178973.9429298844,5722928.602817629,COMPLETE
312,312,1683697344302.2202,552758.1277788051,3242030.2166713956,6433161.240086992,COMPLETE
313,313,2902417261022.607,588665.6842625943,6474905.835837453,6892747.112871271,COMPLETE
314,314,1201676977241.5088,654002.1717596062,3527159.222439799,6814510.200989938,COMPLETE
315,315,1689748152212.5515,1463316.2901929365,1355020.123912402,5876502.36701625,COMPLETE
316,316,1528693918767.379,1297482.8699397612,3492446.5961383064,5065004.46271627,COMPLETE
317,317,1211090359865.0037,909032.5526540853,3372496.535330075,5111528.21772692,COMPLETE
318,318,1201851324597.438,910582.17853207,3340926.697139776,5084484.416809121,COMPLETE
319,319,1199863483912.8352,591414.1771387663,3584650.751527371,6318213.326532505,COMPLETE
320,320,1674835475845.6838,602027.2368488999,3017893.423812658,6356335.826017951,COMPLETE
321,321,1417975014020.72,585870.5667142884,3987623.349586746,6671673.450659219,COMPLETE
322,322,1299631686482.4397,727858.9462402636,2907969.2661881177,5934390.900178324,COMPLETE
323,323,1485952088422.7402,761936.2299866057,2842129.5370079777,6647751.4204794075,COMPLETE
324,324,1367475596398.349,736640.6274432375,3847440.3593172077,5995589.485418892,COMPLETE
325,325,3763939693250.067,1177928.3029365924,2519039.6575556425,5558829.331909525,COMPLETE
326,326,1382024272641.782,1174882.8024608204,3312279.892707506,5510288.264603975,COMPLETE
327,327,1342746095721.7507,1209762.2543992489,3326709.885686937,7095984.067897331,COMPLETE
328,328,2421748231327.0054,2868704.0016765976,3360255.445563106,4620011.316849395,COMPLETE
329,329,5544734661065.96,251568.15651630866,3355846.3840576624,4673989.991695023,COMPLETE
330,330,5621831342425.7295,286296.6965228411,3615895.012074532,6198581.844685907,COMPLETE
331,331,5539387240270.871,298330.75103385956,3613273.4008204485,6099865.970716258,COMPLETE
332,332,1344030224045.2495,948380.3128547095,3658552.4796037367,6197573.25947096,COMPLETE
333,333,1268211313296.4766,961617.170518038,3616784.593523465,6185245.159386627,COMPLETE
334,334,1298663035580.7053,974368.4691382508,3107646.184078501,6484589.911552645,COMPLETE
335,335,1221505958139.4849,970700.6693548147,3115467.9518306376,6484690.013959033,COMPLETE
336,336,1510989207773.557,511970.45875553286,3131500.8775747716,6538789.528145542,COMPLETE
337,337,11765564778345.635,639.7468323345529,3120695.736963994,6472133.378935179,COMPLETE
338,338,11287381350922.77,462.3914353753207,3126221.51594399,5850078.068148307,COMPLETE
339,339,2327839599256.9707,4365500.671320315,3167012.5242152675,5816291.586289781,COMPLETE
340,340,1684556427784.9395,1605323.3723785272,3846873.067879161,5877442.736345989,COMPLETE
341,341,2426580939556.591,1598697.1267479197,8402776.757416733,5677575.756211575,COMPLETE
342,342,1628554276745.212,497448.92693579214,3828641.53803011,5924992.473611268,COMPLETE
343,343,2216415238502.4946,481443.23714331485,3494864.1648725346,5647962.094916709,COMPLETE
344,344,1920207494043.0176,525921.6046746473,3478196.883012805,4882684.099528497,COMPLETE
345,345,1260876125373.5881,594139.1514227819,3470281.7360074376,6333651.8556616735,COMPLETE
346,346,1300163413977.4397,752164.58730135,2930376.1614834,6007237.79912164,COMPLETE
347,347,1290991191190.605,768775.2558382447,2859701.8943830105,6321575.137409192,COMPLETE
348,348,1294879120680.8853,795755.7372372776,2830830.6664797687,6918302.810845693,COMPLETE
349,349,1364563342351.8198,1065706.4619393987,3265108.3980644485,6758373.648053498,COMPLETE
350,350,4753306225015.105,6651925.585080588,3309301.421245255,6682318.449885075,COMPLETE
351,351,1540187068044.0222,1366045.1777083247,3284573.638764466,6749156.218911185,COMPLETE
352,352,1638697997129.083,1274715.087042994,4020307.97168503,6074396.151208011,COMPLETE
353,353,1611361594393.7593,1227177.619393402,4027724.550402419,5358131.026484134,COMPLETE
354,354,1777338583731.522,1354859.0809743032,4072065.243368569,5416015.636235161,COMPLETE
355,355,1231956732736.0693,904679.7640147551,3489459.2462497195,5385365.303025451,COMPLETE
356,356,2211169186678.628,3338027.983971241,3707331.907958091,6214598.589400036,COMPLETE
357,357,1285961098946.6465,842724.3956443473,3713116.400042005,6308540.946756146,COMPLETE
358,358,1338730116098.1272,904504.8462023579,3674157.53795139,4940759.337579999,COMPLETE
359,359,1307897231591.018,691651.0224534564,3744164.0956596644,6274485.224369353,COMPLETE
360,360,4029461226410.31,687020.813549596,2554196.006626452,6047212.765443783,COMPLETE
361,361,3945438204130.566,647848.1836806472,2603024.658770061,6066426.154975766,COMPLETE
362,362,3028622249734.093,661055.6551365217,2655183.1256780177,6021807.322973717,COMPLETE
363,363,1205171208050.1533,1033901.7895850334,3406240.5547497086,7235710.442438722,COMPLETE
364,364,2527503925461.2354,2461045.9441040047,3426561.7774627414,7319548.143082442,COMPLETE
365,365,4361396444380.177,373175.0254211932,637845.4784295699,5671611.8400168065,COMPLETE
366,366,1440395893399.3206,1072966.7365774903,3017091.442468416,6473597.405522433,COMPLETE
367,367,1386119082788.4932,1066592.2944252356,2937926.837729732,4041540.5254077306,COMPLETE
368,368,5758789779158.734,482040.1976007056,4517856.395032881,6591305.065984124,COMPLETE
369,369,2252083058993.7246,419437.2180897621,3226260.4731075,5873968.9735166505,COMPLETE
370,370,1137594171316.9485,804300.6992098631,3229819.361126199,5851144.668147878,COMPLETE
371,371,1149623037534.4067,824229.0695523717,3267363.0707484316,5871165.602607794,COMPLETE
372,372,1175712472709.2153,826786.3766506857,3494826.6096169306,6919612.651540451,COMPLETE
373,373,1193978552521.017,664295.3918789737,3203605.240441997,5544253.973559405,COMPLETE
374,374,1449056759233.42,614260.0321024202,3213307.032734663,5617622.180564092,COMPLETE
375,375,1207923805011.6824,613620.5271216322,3129600.797812905,5650890.146459328,COMPLETE
376,376,2184681247398.7224,5076836.20125031,3031718.219714852,5697089.018663793,COMPLETE
377,377,7118498066855.676,210279.235959669,2969746.2106510936,5778320.9056084175,COMPLETE
378,378,2089904733142.6226,4916654.973605544,2735296.521900433,5845192.342891281,COMPLETE
379,379,7021132931493.488,269773.2917347568,2825767.9313109443,5784474.570083954,COMPLETE
380,380,6919567694786.205,232304.4262944538,2956517.0038577295,5802921.147834934,COMPLETE
381,381,3779386017596.534,1050887.1990773568,5527513.912396321,5251805.14165831,COMPLETE
382,382,1225329873540.05,1000817.3754175217,3400320.8255662043,5227186.5935347825,COMPLETE
383,383,4143030826627.362,936132.0709477041,5458436.866965881,6031587.00157326,COMPLETE
384,384,1381828105461.847,1196263.7244291955,3371188.6522871098,5352077.107095933,COMPLETE
385,385,1385488962831.8367,1197295.247779952,3382552.105146366,5509394.460843061,COMPLETE
386,386,1464401367409.338,1252164.9202402704,3387653.33903406,6112312.001028855,COMPLETE
387,387,1469688091584.4695,431523.8108580533,1698755.3846170928,8271156.891838849,COMPLETE
388,388,7014992834704.2,9345234.776959423,3634763.8073564367,6136652.842928483,COMPLETE
389,389,1368482727354.3337,468855.1194624531,3585263.892194192,5937594.829830004,COMPLETE
390,390,1211542351998.9863,838436.0387845256,3578359.345463868,4935087.582025168,COMPLETE
391,391,2085461268287.002,871733.2634608416,3856135.274740358,4827279.657460646,COMPLETE
392,392,1155935011936.118,834540.2945198533,3173175.9399124025,4973469.249837158,COMPLETE
393,393,1144968563985.8381,756803.8988706211,3116888.6934048687,6267954.568554773,COMPLETE
394,394,1154583252979.119,827130.8189832473,2981209.1930553056,4977882.466158228,COMPLETE
395,395,4857524852291.745,1398579.3620114091,2389925.22296222,4694865.529815342,COMPLETE
396,396,5529231335041.406,1449096.594643299,2242933.066660704,4473151.927651643,COMPLETE
397,397,1393963284146.6462,950465.8441155906,2869795.7100724983,5006037.150865328,COMPLETE
398,398,1795731326261.5088,1065158.506250648,1024014.679399218,4644796.967166392,COMPLETE
399,399,1359628042906.5625,583504.6145036682,3080478.184169571,6381957.679040252,COMPLETE
400,400,1532830088307.9602,545667.2423556175,2988157.0274066883,6365162.269893548,COMPLETE
401,401,1714946491954.592,510804.2136326845,3049922.0523376777,4443582.209318552,COMPLETE
402,402,5106830505922.659,438317.89791335637,2728057.2928542197,4458086.0567967445,COMPLETE
403,403,1314247122509.518,827821.3538768686,2763078.6511526927,6224258.867770541,COMPLETE
404,404,1798380231137.751,835089.0270791338,2754772.156185093,4835448.708559584,COMPLETE
405,405,1394789520373.1038,1090333.7660969985,3198966.250314965,3463318.1850658245,COMPLETE
406,406,1347979116234.7612,1047211.2452863205,3204509.122207249,5044933.747900749,COMPLETE
407,407,1362941786535.2942,1080814.27568377,3164189.00250643,4959472.840691741,COMPLETE
408,408,6417076283733.779,256088.63190122333,3023928.9297906235,6285120.596948357,COMPLETE
409,409,6764882478296.996,258152.50655335974,2989955.373059264,4762492.835664331,COMPLETE
410,410,2051041882287.8208,4036349.173912188,2912438.6150004864,5991040.145295429,COMPLETE
411,411,1359154364698.2026,655754.8270593394,2912693.6972022066,5995586.759027015,COMPLETE
412,412,4660419801076.743,671342.1057139527,5953196.138454651,5975532.890042113,COMPLETE
413,413,1159810765695.4434,794290.9759412451,3295432.105256556,6443830.275299819,COMPLETE
414,414,1149957755417.1072,797043.9623603907,3368298.984771181,6472181.634351447,COMPLETE
415,415,1180887297062.0964,863406.1195317146,3347020.4437682894,5133413.022979746,COMPLETE
416,416,1246093318322.7053,931323.5934683101,3309219.0370796095,6605050.060883508,COMPLETE
417,417,2592867185311.3374,1257705.8687070862,6945452.730679409,6472509.328341012,COMPLETE
418,418,1510368361966.4897,1274090.0787541904,3559565.0919330507,6600869.41489133,COMPLETE
419,419,1624534835082.2686,1509107.7723476463,3555790.213646079,6630253.396283359,COMPLETE
420,420,1186167481885.7798,1022565.3584059777,3174529.646787874,6360026.678436512,COMPLETE
421,421,3928426175091.514,5672205.47264922,3863539.940067054,6247758.1657986,COMPLETE
422,422,2283604927499.0566,491429.62339523574,3830299.4036358274,6256927.748698784,COMPLETE
423,423,1542481161925.736,483384.6034054647,3082224.4698575633,6230654.362864552,COMPLETE
424,424,4920626652725.903,747891.4715199859,2575100.851603401,7026654.890655301,COMPLETE
425,425,7296472775750.878,686660.6161358544,2526019.121699942,4664244.579788081,COMPLETE
426,426,2463064003588.649,394418.09075533674,3105517.554028466,5838136.838235644,COMPLETE
427,427,1217443894361.9976,932936.0727816395,3344908.396157921,5191253.257008519,COMPLETE
428,428,1251537796781.187,945902.3915472503,3425215.9452524213,5187083.924902303,COMPLETE
429,429,1183972420630.7668,949795.8581186926,3442261.517824064,4877221.321037028,COMPLETE
430,430,1443580230760.5715,1194168.8885391199,3495573.785423465,4919612.755757544,COMPLETE
431,431,1187984711323.859,623705.1981966431,3492361.555865172,6407493.744858633,COMPLETE
432,432,1309535854269.7634,638532.2488353772,3237819.827492197,6459243.2942494815,COMPLETE
433,433,1232834750319.7412,677801.1936549741,3247712.779078311,4264285.376025937,COMPLETE
434,434,8426045626083.456,124839.79596475698,2837229.83399328,4095084.586358847,COMPLETE
435,435,6113495451607.679,253309.56905146787,3719905.4624811453,6110617.351821764,COMPLETE
436,436,9571219568146.266,164407.6118591734,2890114.380897143,6035938.282297002,COMPLETE
437,437,5311634005293.808,349935.10987946374,2010039.4464389728,6090842.887915968,COMPLETE
438,438,1538582263728.3945,1144694.1982150734,2956161.9735200256,5571324.800470627,COMPLETE
439,439,3324580023231.6143,6066578.982655054,3062127.6764358245,6829574.514757874,COMPLETE
440,440,1163071639578.821,797398.0990161297,3136129.4055097844,6859648.425561564,COMPLETE
441,441,1279767447591.6672,791925.6612589876,3712091.4122894676,6726518.620349517,COMPLETE
442,442,1271564221290.304,803457.9411372677,3684021.7330068913,5804941.712765855,COMPLETE
443,443,1557234788128.8726,1499762.975273031,3223750.7116769487,5829528.762087236,COMPLETE
444,444,1321531763819.1702,1103390.5610545224,3317915.8919635857,5731134.767538874,COMPLETE
445,445,1533839729246.5117,1358969.7318277927,3307350.962681978,6291198.322944974,COMPLETE
446,446,1302186289257.8047,1062167.6920133084,3358569.928122096,6309931.022130747,COMPLETE
447,447,2159411692778.2249,1795795.3108563884,4218980.262313571,6343006.233318787,COMPLETE
448,448,1490731782434.0798,538782.2985575658,3555248.355149253,6389340.510607406,COMPLETE
449,449,3864490261188.584,491107.3319794777,4341644.870826239,6513913.965503292,COMPLETE
450,450,1505114855005.4973,550389.2768586886,3539751.260772282,5519893.567307032,COMPLETE
451,451,1659333496643.815,932930.5825529628,3870761.3912500106,9616357.875408117,COMPLETE
452,452,3749566896101.7446,7977207.834517013,2711947.457795396,5387011.706831419,COMPLETE
453,453,3705440451153.0415,946979.8582406694,5160359.132392024,5970002.962257586,COMPLETE
454,454,1469035720817.2544,687337.0644687841,2988860.4810585137,5983896.850286619,COMPLETE
455,455,1194446705121.1384,693283.9743146844,3058885.9252731274,3842129.489131562,COMPLETE
456,456,1490625252409.1282,1227732.4523041856,3546572.3583479123,4614783.551879051,COMPLETE
457,457,4615377486703.322,367637.2459968338,3168187.731737013,5049936.607733297,COMPLETE
458,458,1168900671791.3586,758997.8325170657,3110326.987883766,5057861.2888993295,COMPLETE
459,459,1288913148826.9639,743679.3941578803,2982785.5928979954,6146131.056473612,COMPLETE
460,460,1323189444163.1533,988238.858808173,2857026.814461818,6146852.153846539,COMPLETE
461,461,4741819073517.643,8725062.3946753,3397426.066893722,6168487.1463166345,COMPLETE
462,462,5057221169614.624,9052998.892771898,3419524.165037942,6606379.313527828,COMPLETE
463,463,1458392489840.9827,1240682.272940909,3402165.9465285004,6642201.428259081,COMPLETE
464,464,1505107373394.691,1195601.9644381246,3711613.158219821,5646538.9443195155,COMPLETE
465,465,1555468580304.1792,1179311.1171671918,3665011.7325729313,5690315.491694705,COMPLETE
466,466,1374906950010.647,929768.6071730511,3782112.6723665227,5703061.137274304,COMPLETE
467,467,2182048688035.1875,486997.98668177426,3237451.22543063,5289622.075143878,COMPLETE
468,468,5189371721827.738,403839.5606657412,2696665.1833992666,5286643.184636179,COMPLETE
469,469,1652118034684.5298,917364.4002425362,2658480.030434818,5917157.3996056495,COMPLETE
470,470,1191796140875.8103,890101.946520965,3211871.454969659,7065579.673923387,COMPLETE
471,471,1898495656371.4067,890216.3089737385,9635456.70165385,4746358.349388587,COMPLETE
472,472,6767532647027.422,9923933.455579001,3922293.40906053,7113116.335730893,COMPLETE
473,473,1247994668984.8079,586557.9510863869,3234573.1624052483,7103495.452295134,COMPLETE
474,474,1177702917100.9097,674889.7461095023,3512726.614447153,6522164.049258173,COMPLETE
475,475,1239718975518.0808,680143.5120268248,3523571.177413028,6503738.027580161,COMPLETE
476,476,2188773465119.5508,1453194.032055214,4699275.741658569,5928338.19510209,COMPLETE
477,477,4305614461644.7886,324766.6551981647,3149323.1388860764,6204133.571407795,COMPLETE
478,478,1367035193473.4956,1056133.4092777679,3175508.19258592,6252073.461099369,COMPLETE
479,479,1411035973089.7332,1058011.6840245372,2950410.879153684,6850579.618756682,COMPLETE
480,480,4972335052934.515,830467.4622936334,2419740.218702973,4863607.072183392,COMPLETE
481,481,1717796331728.475,519580.27286159614,3329476.4774276754,6784984.0009861505,COMPLETE
482,482,2042431514226.205,2046234.9998158892,3371228.776644915,6038037.202523758,COMPLETE
483,483,1285997485440.0679,816977.3087829829,4055386.019322971,6004146.977655371,COMPLETE
484,484,6510280075491.794,87410.8323789934,3631570.741750419,5522112.3023533095,COMPLETE
485,485,7867813306463.786,90722.60724319844,3630166.785255837,5512528.592295148,COMPLETE
486,486,3580377980518.0005,6871678.0182645,2848359.9217579514,6428381.887906728,COMPLETE
487,487,1629126646618.7722,1344442.034000091,2855137.6181908064,6321554.54572661,COMPLETE
488,488,1461271252403.5166,589641.7271865418,3100938.209065663,5834538.0868070545,COMPLETE
489,489,1484562132285.7517,588306.5932118705,3066130.8892114363,5050421.977035007,COMPLETE
490,490,1261373134390.605,582136.1519784816,3116814.820213665,3050739.99274384,COMPLETE
491,491,6178547204124.182,331758.49534433737,3417020.2398572396,6105495.5922245495,COMPLETE
492,492,1332921858981.8123,1062953.3459142377,3337557.7209313978,5846101.541981097,COMPLETE
493,493,1930266745328.6382,1087682.4436658316,6265380.96275419,6073856.905688602,COMPLETE
494,494,1396138651825.096,1143671.1492994395,3470841.1249597673,6463212.783949443,COMPLETE
495,495,2144419312163.852,3729126.2169843544,3842679.1913582482,6403154.968095958,COMPLETE
496,496,1581470988773.6267,820749.8854672792,3753712.544606053,7616486.716609803,COMPLETE
497,497,1516351927864.919,818558.4297715062,3756666.284487807,5167089.956040916,COMPLETE
498,498,1359650433496.1846,792710.5831957723,3814840.2071412876,5149182.361261905,COMPLETE
499,499,2740901346120.713,379350.5849686085,3268190.3995008683,6630926.761153747,COMPLETE
